"","symbols","allENT","moduleColors","riBAQ 17","riBAQ 18","riBAQ 35","riBAQ 36","riBAQ 19","riBAQ 20","riBAQ 21","riBAQ 22","riBAQ 23","riBAQ 37","riBAQ 38","riBAQ 39","riBAQ 40","riBAQ 41","riBAQ 24","riBAQ 25","riBAQ 26","riBAQ 42","riBAQ 43"
"106","ANXA11","ENSG00000122359","green",0.000620818,0.00077495,0.000597506,0.000619825,0.000790583,0.001216521,0.001103438,0.000983909,0.000668386,0.000763633,0.000806771,0.000678444,0.000612614,0.000377091,0.000568796,0.001542149,0.000996358,0.002659332,0.001625191
"107","ANXA2","ENSG00000182718","turquoise",0.001750725,0.000755579,0.000860327,0.000604111,0.002843044,0.002835679,0.00153588,0.001365066,0.003055441,0.002663914,0.001281179,0.002956294,0.002434379,0.00131329,0.007759293,0.010569876,0.014284252,0.014472088,0.01213441
"108","ANXA3","ENSG00000138772","black",0.000137317,8.71e-05,1.38e-05,4.11e-05,0.000101856,0.000184132,9.12e-05,0.000102637,0.000114965,0.000172684,0.000109957,0.000239819,0.000343865,5.82e-05,0.000235626,0.000259582,0.000102247,0.000246263,0.00039732
"109","ANXA4","ENSG00000196975","turquoise",0.000401014,0.000366186,0.000196596,0.000196091,0.000515034,0.00059552,0.000400503,0.000351547,0.000586648,0.000499518,0.000452732,0.000725979,0.000626007,0.00029704,0.001108664,0.001276474,0.001443042,0.002063711,0.001905691
"110","ANXA5","ENSG00000164111","turquoise",0.003663724,0.002013205,0.001820444,0.001987889,0.006400995,0.005408292,0.002573999,0.001895653,0.004201618,0.00354409,0.003146079,0.005044138,0.00314754,0.003022469,0.008911915,0.008993317,0.00971033,0.012357779,0.009937516
"111","ANXA6","ENSG00000197043","grey",0.009705889,0.008556962,0.006888084,0.006329872,0.008379102,0.005935064,0.004135303,0.005061647,0.007652027,0.006569262,0.008140875,0.006679249,0.005120663,0.005420764,0.006950197,0.006267934,0.007669294,0.006483651,0.006133588
"112","ANXA7","ENSG00000138279","green",0.000776786,0.00098784,0.000673951,0.001043557,0.001360165,0.001599595,0.001472929,0.000927892,0.000749256,0.001039046,0.001087281,0.001000098,0.000916557,0.000709679,0.000924471,0.001238169,0.001325847,0.002612281,0.001861288
"113","AOC3","ENSG00000131471","turquoise",1.58e-05,0,1.02e-05,1.49e-05,0,1.94e-05,3.55e-05,0,0,4.21e-05,0,0,0,0,4.79e-05,0.000121254,3.33e-05,3.79e-05,0.000233081
"114","AP1B1","ENSG00000100280","black",3.35e-05,6.32e-05,5.37e-05,5.3e-05,2.63e-05,4.65e-05,4.55e-05,4.29e-05,3.68e-05,4.2e-05,5.64e-05,3.26e-05,3e-05,4.14e-05,2.39e-05,1.72e-05,1.57e-05,1.96e-05,2.08e-05
"115","AP1G1","ENSG00000166747","black",2.15e-05,4.58e-05,3.73e-05,4.36e-05,2.62e-05,3.91e-05,3.42e-05,2.59e-05,2.69e-05,3.3e-05,2.78e-05,1.62e-05,0,2.41e-05,1.4e-05,2.11e-05,2.42e-05,0,2.13e-05
"116","AP2A1","ENSG00000196961","black",0.000292728,0.000513973,0.000492193,0.000504858,0.000309177,0.000338379,0.000287377,0.000318059,0.000271807,0.000424447,0.000369721,0.0001829,0.000145444,0.000249765,0.000151604,0.000148105,0.000128639,8.66e-05,0.000114644
"117","AP2A2","ENSG00000280759","black",0.000162993,0.000309435,0.000243902,0.000237852,0.000173961,0.000167557,0.0001854,0.000199309,0.000168276,0.000221182,0.00020448,0.000108185,8.92e-05,0.000163213,8.8e-05,9.37e-05,8.04e-05,6.08e-05,8.34e-05
"118","AP2B1","ENSG00000006125","black",0.000444509,0.000847471,0.000713058,0.000737232,0.00051458,0.000521586,0.0004901,0.000573782,0.00045014,0.000605452,0.000621375,0.000337725,0.0003489,0.000420995,0.000254701,0.000217035,0.00017182,0.000150859,0.000194097
"119","AP2M1","ENSG00000161203","black",0.000260421,0.000528623,0.000413939,0.000463841,0.000235665,0.000347961,0.000364853,0.000287804,0.000219998,0.000369966,0.00033797,0.000178365,0.000147261,0.000213408,0.000133393,0.000158307,0.000117773,0.000152896,0.000226587
"120","AP3B2","ENSG00000103723","black",1.83e-05,5.4e-05,5.21e-05,6.83e-05,2.07e-05,2.69e-05,2.91e-05,1.89e-05,1.81e-05,3.63e-05,3.21e-05,1.24e-05,0,1.82e-05,8.05e-06,0,0,0,8.86e-06
"121","AP3D1","ENSG00000065000","black",1.62e-05,4.65e-05,4.93e-05,5.75e-05,1.81e-05,2.58e-05,2.1e-05,1.96e-05,1.56e-05,3.42e-05,3.57e-05,1.66e-05,9.34e-06,1.79e-05,8.62e-06,9.53e-06,1.17e-05,7.21e-06,9.32e-06
"122","AP3M2","ENSG00000070718","black",0,5.27e-05,4.79e-05,7.41e-05,0,0,0,0,0,2.88e-05,4.02e-05,1.91e-05,0,2.58e-05,0,0,0,0,0
"123","APBA1","ENSG00000276497","black",0,9.25e-06,3.42e-06,5.35e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","APEH","ENSG00000164062","turquoise",8.62e-05,5.42e-05,8.08e-05,6.03e-05,7.01e-05,7.07e-05,4.91e-05,9.96e-05,8.31e-05,6.47e-05,6.23e-05,7.09e-05,8.97e-05,7.85e-05,7.26e-05,3.81e-05,5.89e-05,3.91e-05,6.79e-05
"125","APEX1","ENSG00000291796","grey",4.67e-05,6.83e-05,3.9e-05,2.58e-05,7.48e-05,7.43e-05,5.24e-05,0.000112519,7.56e-05,4.54e-05,5.32e-05,6.94e-05,0.000109534,7.01e-05,8.51e-05,7.48e-05,6.22e-05,8.74e-05,5.02e-05
"126","APMAP","ENSG00000101474","green",2.53e-05,4.55e-05,2.87e-05,3.1e-05,4.41e-05,0.000122243,8.97e-05,6.89e-05,5.56e-05,6.44e-05,6.7e-05,3.53e-05,2.58e-05,1.51e-05,7.93e-05,0.000126648,8.63e-05,0.00020652,0.00017389
"127","APOA1","ENSG00000118137","grey",0.000194773,0,0.000233106,0.000218469,9.07e-05,0.000277557,0.000367759,8.46e-05,0.00011618,0.000215627,0.000273672,0.000133925,7.34e-05,0.000269357,0.000113731,9.71e-05,4.9e-05,0.00036231,7.63e-05
"128","APOA1BP",NA,"grey",0.000202404,0.0001004,0.000123872,0.000132129,0.000148684,0.000135232,0.000112831,0.000143937,0.000142084,0.000133782,0.000161669,9.03e-05,0.000196983,0.000179424,0.000175312,0.000166026,0.000159743,0.000132187,0.000154743
"129","APOB","ENSG00000291544","green",1.22e-05,7.02e-06,0,0,4.54e-06,6.9e-06,3.39e-05,8e-06,3.51e-06,3.33e-06,7.53e-06,6.78e-06,6.02e-06,0,2.74e-05,3.68e-06,5.42e-06,4.37e-05,9.59e-06
"130","APOD","ENSG00000189058","turquoise",0.000257904,0.000255044,0.000217401,0.0001207,0.000319621,0.000603017,0.000673032,0.000428779,0.000409694,0.000454183,0.000326916,0.000733574,0.000512245,0.000389581,0.001505358,0.002550426,0.002218425,0.0004059,0.002190938
"131","APOE","ENSG00000130203","grey",0.000237401,0.000210169,0.000226774,0.000225626,0.000556461,0.00035191,0.000805892,0.000311007,0.000188046,0.000280821,0.000191917,0.000397355,0.000417883,0.000311431,0.00033239,0.000205614,0.000203743,0.000517737,0.000373649
"132","APOH","ENSG00000091583","green",4.4e-05,0,0,0,0,0,2.32e-05,3.94e-05,2.51e-05,2.32e-05,2.13e-05,5.36e-05,2.25e-05,3.79e-05,5.06e-05,5.68e-05,0,0.000178029,4.39e-05
"133","APP","ENSG00000142192","grey",0,1.35e-05,0,0,0.000586252,5.82e-05,3.47e-05,0.000157027,0.00010198,0,1.99e-05,6.67e-05,2.58e-05,0,2.05e-05,2.64e-05,1.89e-05,9.64e-05,8.86e-05
"134","APPL1","ENSG00000157500","black",3.47e-05,2.95e-05,5.2e-05,3.79e-05,3.32e-05,4.16e-05,2.84e-05,2.19e-05,2.99e-05,3.51e-05,3.64e-05,3.2e-05,1.28e-05,3.71e-05,2.45e-05,2.26e-05,2.92e-05,2.38e-05,2.36e-05
"135","APPL2","ENSG00000136044","turquoise",1.2e-05,0,8.31e-06,0,0,0,8.43e-06,0,9e-06,0,0,0,0,0,0,1.21e-05,1.33e-05,1.32e-05,1.88e-05
"136","APRT","ENSG00000198931","turquoise",0,0.000105199,6.48e-05,7.02e-05,7.58e-05,6.4e-05,5.17e-05,6.74e-05,9.1e-05,5e-05,5.64e-05,4.58e-05,7.69e-05,6.65e-05,0.00011077,0.00012112,9.45e-05,0.000117234,0.000123974
"137","AQP4","ENSG00000171885","black",0.001507758,0.001622226,0.001123033,0.001250628,0.005585655,0.008029989,0.002751342,0.006082158,0.005206123,0.002261936,0.003794988,0.003945349,0.003199169,0.0021514,0.008159885,0.008266803,0.007591139,0.007940385,0.006441776
"138","ARF1","ENSG00000143761","black",0.002665548,0.002450179,0.002955583,0.003257551,0.002751235,0.001711352,0.001902817,0.001885731,0.001883663,0.002477229,0.002466172,0.001839347,0.001591942,0.002566402,0.0015683,0.00102379,0.001062489,0.001234863,0.001451268
"139","ARF4","ENSG00000168374","grey",0,0.000121197,7.22e-05,8.78e-05,0,9.72e-05,0.000119163,8.93e-05,7.01e-05,0,7.81e-05,0,5.82e-05,0,6.77e-05,0.000133083,9.86e-05,8.37e-05,9.71e-05
"140","ARF5","ENSG00000004059","black",0.000150549,0.000126697,0.000146089,0.000152104,0.000129386,0.000100873,6.04e-05,4.5e-05,0,0.000119069,0.000116165,6.95e-05,0,8.62e-05,0,3.3e-05,8.65e-05,6.73e-05,0
"141","ARHGAP1","ENSG00000175220","pink",6.07e-05,9.24e-05,7.25e-05,9.49e-05,7.52e-05,0.000101214,0.000108031,5.77e-05,6.89e-05,7.93e-05,8.95e-05,3.59e-05,2.78e-05,5.57e-05,5.64e-05,6.28e-05,5.88e-05,7.49e-05,6.49e-05
"142","ARHGAP35","ENSG00000160007","black",0,5.58e-06,4.2e-06,7.6e-06,0,0,3.06e-06,6.83e-06,0,0,0,0,0,0,0,0,0,0,0
"143","ARHGAP5","ENSG00000100852","grey",2.5e-05,1.61e-05,1.52e-05,1.26e-05,0,0,2.23e-05,6.42e-06,0,4.18e-06,3.35e-06,1.19e-05,1.39e-05,0,3.32e-05,3.09e-06,1.43e-05,8.57e-06,1.33e-05
"144","ARHGDIA","ENSG00000141522","black",0.001337454,0.001908999,0.001768288,0.001570001,0.001555129,0.001260839,0.001131528,0.001306363,0.00121148,0.001215248,0.001424363,0.001108348,0.001172142,0.001591378,0.000857686,0.000842928,0.000881794,0.000716497,0.000635474
"145","ARHGDIB","ENSG00000111348","turquoise",0,0,0,4.22e-05,0,3.6e-05,0,0,0,0,4.18e-05,0,4.32e-05,5.88e-05,5.87e-05,5.59e-05,5.86e-05,6.83e-05,5.27e-05
"146","ARHGEF12","ENSG00000196914","black",3.79e-06,5.2e-06,4.61e-06,4.34e-06,0,0,2.86e-06,0,0,0,0,2.83e-06,0,0,0,0,0,0,0
"147","ARHGEF2","ENSG00000116584","black",0,8.51e-06,8.12e-06,6.61e-06,0,6.03e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","ARHGEF7","ENSG00000102606","black",0,2.55e-05,2.74e-05,2.42e-05,0,0,0,6.47e-06,7.3e-06,1.64e-05,1.85e-05,0,0,5.6e-06,0,0,0,0,0
"149","ARL3","ENSG00000138175","grey",0.000160249,0.0002072,0.000193883,0.000206595,0.00016646,0.000204442,0.000200714,0.000100607,0.000168276,0.00021214,0.000189738,0.000139307,0.00013636,0.000172126,0.000172131,0.000195029,0.000197179,0.000179999,0.000167762
"150","ARL8A","ENSG00000143862","grey",0.000190955,0.000302927,0.000208663,0.000218174,0.000286405,0.00027442,0.000367636,0.000240786,0.000198856,0.000277292,0.000261387,0.000215567,0.000166601,0.000174665,0.000235785,0.000276714,0.000232036,0.000321666,0.000278234
"151","ARMT1","ENSG00000146476","black",2.74e-05,4.62e-05,3.31e-05,2.85e-05,3.4e-05,3.59e-05,2.49e-05,1.94e-05,3.31e-05,2.88e-05,3.84e-05,2.2e-05,7.73e-06,3.03e-05,2.38e-05,1.57e-05,1.8e-05,1.48e-05,1.44e-05
"152","ARPC1A","ENSG00000241685","pink",0.000228021,0.000225228,0.000222463,0.000203152,0.000255528,0.000227462,0.000408756,0.000236589,0.000203005,0.000211973,0.000196815,0.000144056,0.000152661,0.000198481,0.000172277,0.000184699,0.0002577,0.000207092,0.000158192
"153","ARPC2","ENSG00000163466","grey",0.000280353,0.000305609,0.000323888,0.000272282,0.000399318,0.000279093,0.000605788,0.000393032,0.000314461,0.000272802,0.000298699,0.000206929,0.000200198,0.000238029,0.00023509,0.00028568,0.000381417,0.000433445,0.000291818
"154","ARPC3","ENSG00000111229","grey",0.000294004,0.000240107,0.000375544,0.000280103,0.000288546,0.000240338,0.000432183,0.000271334,0.00024734,0.000357875,0.000277365,0.000236013,0.000232195,0.000284799,0.000266143,0.000181692,0.000437027,0.000397577,0.00020159
"155","ARPC4.TTLL3",NA,"pink",0.000255604,0.000223559,0.000258568,0.000260272,0.00024003,0.000454952,0.000915695,0.000232162,0.00032002,0.000170524,0.00021016,0.000160368,0.000165267,0.000242924,0.000193245,0.000163073,0,0.000153422,0
"156","ARPC5","ENSG00000162704","turquoise",0,8.25e-05,0.000104605,0,0,0,0,0,0,9.46e-05,0,0,0.000115934,0,8.42e-05,0.000120871,0.000230357,0.000257355,0.000178639
"157","ARPC5L","ENSG00000136950","grey",0.000163412,0,0.000285358,0.000184257,0.000148655,0,0.000185341,0,0,0.000253549,0,0,0.000150791,0,0,0,0.000150759,0.000127708,0
"158","ARPP19","ENSG00000128989","grey",0.000131997,0,9.54e-05,0.000164687,0,0,0,0,0,0,0,0,0,0.000153451,0,0,0,0,0
"159","ARRB1","ENSG00000137486","grey",3.58e-05,0,1.84e-05,4.14e-05,5.64e-05,5.35e-05,4.44e-05,7.75e-05,5.15e-05,3.2e-05,2.77e-05,2.59e-05,2.67e-05,2.41e-05,4.24e-05,4.85e-05,3.69e-05,5.17e-05,6.05e-05
"160","ARVCF","ENSG00000099889","turquoise",4.68e-06,0,0,0,0,0,3.97e-06,0,0,0,0,0,0,0,4.53e-06,1.03e-05,1.21e-05,9.38e-06,9.62e-06
"161","ASAH1","ENSG00000104763","turquoise",0.00015214,7e-05,4.01e-05,2.73e-05,0.000196734,0.00019047,0.000200526,0.000159741,0.000171959,9.28e-05,6e-05,0.000218173,0.00019299,0.000104722,0.000332226,0.000886117,0.00055099,0.000271356,0.000698937
"162","ASMTL","ENSG00000292339","grey",0,0,0,2.63e-05,0,3.65e-05,3.01e-05,1.92e-05,1.22e-05,1.37e-05,1.25e-05,0,1.29e-05,1.83e-05,0,0,1.41e-05,1.86e-05,0
"163","ASNA1",NA,"green",5.06e-05,9.29e-05,8.69e-05,8.75e-05,7.01e-05,0.000121076,0.000108771,6.46e-05,6.09e-05,9.49e-05,0.000108051,5.21e-05,3.84e-05,3.97e-05,6.22e-05,8.91e-05,6.22e-05,0.000163401,0.000113269
"164","ASPA","ENSG00000108381","grey",2.74e-05,4.92e-05,2.45e-05,0,4.3e-05,6.38e-05,0.000116006,6e-05,0,4.93e-05,5.81e-05,3.45e-05,0.000129393,7.96e-05,7.45e-05,8.93e-05,6.28e-05,6.79e-05,8.73e-05
"165","ASPH","ENSG00000198363","green",0,0,0,0,0,2.44e-05,0,0,0,8.94e-06,0,0,0,0,1.19e-05,4.67e-05,3.85e-05,0.000136529,8.3e-05
"166","ASRGL1","ENSG00000162174","grey",0.000210611,0.00020664,0.000180241,0.000170726,9.88e-05,8.14e-05,0.000168813,0.000172846,0.00019296,0.000102263,0.00010956,0.000145117,0.000213583,0.000163859,0.000233852,0.000125742,0.000164632,0.000166799,0.000191858
"167","ASS1","ENSG00000130707","turquoise",4.23e-05,7.22e-05,4.41e-05,5.49e-05,0,8.02e-05,0.000112587,4.89e-05,0.000134914,8.17e-05,3.53e-05,6.14e-05,7.55e-05,6.55e-05,0.000138676,0.000161643,0.000132352,0.000157987,0.000111046
"168","ATCAY","ENSG00000167654","black",0,7.94e-05,5.39e-05,8.54e-05,0,0,0,3.64e-05,0,7.32e-05,4.72e-05,0,0,0,0,0,0,0,0
"169","ATG7","ENSG00000197548","black",1.82e-05,2.05e-05,1.9e-05,2.32e-05,1.72e-05,1.38e-05,1.6e-05,1.67e-05,2.37e-05,2.4e-05,2.13e-05,1.36e-05,1.22e-05,1.99e-05,1.46e-05,1.13e-05,1.38e-05,1.37e-05,1.42e-05
"170","ATIC","ENSG00000138363","grey",3.89e-05,7.01e-05,5.81e-05,9.73e-05,4.41e-05,8.38e-05,7.55e-05,6.45e-05,3.59e-05,6.36e-05,6.39e-05,5.1e-05,4.46e-05,5.15e-05,4.08e-05,6.35e-05,6e-05,8.36e-05,6.36e-05
"171","ATL1","ENSG00000198513","black",6.16e-05,0.000248332,0.000185878,0.000194741,8.56e-05,0.000158907,0.000120321,9.44e-05,7.77e-05,0.000197103,0.000181824,3.36e-05,4.83e-05,6.18e-05,3.84e-05,5.36e-05,3e-05,3.68e-05,4.87e-05
"172","ATL3","ENSG00000184743","green",0,0,0,0,0,1.93e-05,0,0,0,1.9e-05,0,0,0,0,0,1.9e-05,1.16e-05,3.68e-05,2.36e-05
"173","ATOX1","ENSG00000177556","grey",0,0.000753437,0.000795065,0.000916959,0.000754272,0.000668592,0,0.000604522,0,0.000592986,0.000682277,0.00050258,0.000913362,0.000845238,0,0,0.000487452,0.000665641,0.000362524
"174","ATP1A1","ENSG00000163399","turquoise",0.003845654,0.002911586,0.003451163,0.002531154,0.00202985,0.002489382,0.002632435,0.001918517,0.002873524,0.003036657,0.00334164,0.002669473,0.002123612,0.002035933,0.002140374,0.001997465,0.001780083,0.000929472,0.002005334
"175","ATP1A2","ENSG00000018625","grey",0.010037432,0.00838077,0.00713751,0.007717536,0.005925655,0.008116777,0.006129679,0.007046194,0.007793048,0.006978131,0.007951924,0.00770152,0.005517077,0.00551633,0.007832744,0.007073929,0.008088623,0.006266843,0.007395736
"176","ATP1A3","ENSG00000105409","turquoise",0.004865753,0.003754677,0.003698472,0.003622905,0.003367857,0.003984548,0.004227454,0.003353063,0.00356507,0.003499402,0.004199102,0.003481834,0.003076743,0.002871929,0.002958453,0.00336603,0.00291618,0.001534275,0.002926822
"177","ATP1B1","ENSG00000143153","turquoise",0.012976983,0.010642542,0.012111596,0.008727649,0.009047961,0.011618159,0.009124017,0.006916455,0.011600078,0.010732293,0.012601866,0.010867419,0.007940287,0.008478873,0.007740082,0.009343486,0.006377489,0.003243542,0.007150185
"178","ATP1B2","ENSG00000129244","grey",0.002853833,0.002852402,0.002026779,0.002099651,0.00216717,0.002720294,0.002137486,0.002747442,0.002644093,0.002518993,0.002686806,0.00259217,0.001701307,0.001807994,0.002316036,0.002451823,0.00285422,0.001736553,0.002116965
"179","ATP1B3","ENSG00000069849","turquoise",0.000713828,0.000346031,0.000273714,0.000167507,0.000458299,0.000829462,0.00064857,0.000643535,0.000709716,0.000782072,0.000414189,0.000690404,0.00018895,0.000321297,0.001042558,0.001541862,0.000785792,0.001349617,0.001422332
"180","ATP2A2","ENSG00000174437","green",6.86e-05,0.000129462,9.92e-05,8.64e-05,8.69e-05,0.00026143,0.000135787,9.7e-05,7.23e-05,0.000108388,0.000147214,5.96e-05,4.33e-05,3.1e-05,9.38e-05,0.000122259,0.000107166,0.000218876,0.000132709
"181","ATP2B1","ENSG00000070961","black",0.000343361,0.000334457,0.000492597,0.000347569,0.000265695,0.000274533,0.000217316,0.000241281,0.00035654,0.000286188,0.000356911,0.000293761,0.000144327,0.000275078,0.000157621,9.5e-05,0.000122793,0.000113407,8.49e-05
"182","ATP2B2","ENSG00000157087","black",0.000616582,0.000529547,0.000791235,0.000528487,0.000269042,0.000365433,0.00025482,0.00030942,0.000420786,0.000395839,0.00057506,0.000365477,0.000337706,0.000364065,0.000243525,0.000194074,0.000142452,0.000143042,0.000226337
"183","ATP2B3","ENSG00000067842","black",0.00019531,0.000160826,0.000230527,0.000199563,0.000132835,9.42e-05,7.56e-05,0.000101108,0.000170478,0.000186942,0.000189811,0.000140128,6.86e-05,0.000134612,8.12e-05,3.92e-05,4.61e-05,2.59e-05,4.75e-05
"184","ATP2B4","ENSG00000058668","black",0.000772648,0.000799432,0.000974205,0.00096867,0.001004857,0.000691413,0.000723438,0.000823582,0.000987203,0.000781842,0.000835057,0.000805334,0.000575784,0.000846184,0.000511922,0.000519444,0.000514317,0.000480153,0.000597066
"185","ATP5A1",NA,"turquoise",0.000161077,7.75e-05,8.07e-05,8.88e-05,0.000216853,0.000331294,0.000228966,0.000241897,0.000197918,0.000194585,0.000152693,0.000167819,0.000156488,9.95e-05,0.000459698,0.00107464,0.000745775,0.000589272,0.001863056
"186","ATP5B",NA,"turquoise",0.000222962,0.00011853,0.000121274,0.000106965,0.000391116,0.000505403,0.000413382,0.000366138,0.000309026,0.000336659,0.000214154,0.000185441,0.000368274,0.000141214,0.000697336,0.001925675,0.001494218,0.001405106,0.003445208
"187","ATP5C1",NA,"turquoise",2.95e-05,0,0,0,5.37e-05,0.000110796,0,6.17e-05,4.84e-05,6.18e-05,0,0,0,0,0.000127071,0.000359267,0.000182536,0.000187768,0.000591705
"188","ATP5F1",NA,"turquoise",4.97e-05,4.76e-05,2.9e-05,3.05e-05,0.000113475,0.000183485,8.13e-05,9.73e-05,7.96e-05,9.33e-05,6.85e-05,6.53e-05,4.28e-05,4.7e-05,0.000176809,0.000489056,0.000281792,0.000199735,0.000532661
"189","ATP5H",NA,"turquoise",0.000130509,0,0,0,0.00019668,0.000351241,0,0.000247719,0.000197647,0.000203461,0.00010125,0.00013097,0.000149932,7.23e-05,0.000415402,0.001123255,0.000824831,0.000614614,0.002004373
"190","ATP5O",NA,"turquoise",0,0,0,0,0,0.000100019,0,9.6e-05,6.73e-05,5.64e-05,0,0,0,0,0.000107889,0.000269458,0.000246409,0.000144046,0.000445604
"191","ATP6V0A1","ENSG00000033627","pink",0.00048122,0.000891226,0.000958462,0.000949665,0.000750104,0.000874848,0.00161789,0.000671345,0.000584045,0.000747846,0.000699189,0.000342417,0.000348875,0.000358041,0.000387208,0.00054147,0.000306407,0.000318205,0.000553412
"192","ATP6V0D1","ENSG00000159720","pink",0.000617567,0.001143394,0.001072705,0.001082645,0.001010386,0.001215596,0.001900263,0.00071103,0.000718123,0.000929165,0.001047417,0.000465959,0.00045686,0.000510757,0.000445901,0.000481586,0.00037279,0.000530551,0.000733252
"193","ATP6V1A","ENSG00000114573","pink",0.000895758,0.001272082,0.001080923,0.00123775,0.000863328,0.001088829,0.001763555,0.001063187,0.001034716,0.001305228,0.001281635,0.000733181,0.00075449,0.001104181,0.000621286,0.000498121,0.000616294,0.000526461,0.000660356
"194","ATP6V1B2","ENSG00000147416","pink",0.000854869,0.001188416,0.001028902,0.001166154,0.000758233,0.001174194,0.001933127,0.001238106,0.001118895,0.001293806,0.001359335,0.000694988,0.000825159,0.001165463,0.00068807,0.000537096,0.000482229,0.000498373,0.000635109
"195","ATP6V1C1","ENSG00000155097","pink",0.000334977,0.000536848,0.000527297,0.000453714,0.000428342,0.000552474,0.000878687,0.000567707,0.0004703,0.000437206,0.000572257,0.000269125,0.000284314,0.000416074,0.000242836,0.000234342,0.000223345,0.00016972,0.000234388
"196","ATP6V1D","ENSG00000100554","turquoise",0.00049293,0.000444309,0.00024627,0.000198607,0.000502284,0.000254793,0.0003615,0.000229745,0.000646202,0.000265932,0.000255962,9.45e-05,0.000112954,0.000137773,0.000581622,0.001025131,0.000103739,6.82e-05,0.000963894
"197","ATP6V1E1","ENSG00000131100","pink",0.000709936,0.001458738,0.001020587,0.0008956,0.000899226,0.001084347,0.001513564,0.001092768,0.001028804,0.001205266,0.001225017,0.000494942,0.000782323,0.000632691,0.000487452,0.000642913,0.000465922,0.000368402,0.001051604
"198","ATP6V1F","ENSG00000128524","pink",0.000324523,0.000621732,0.000324061,0.000502759,0.000291917,0.000547125,0.001038267,0.000584802,0.000560722,0.000436935,0.000584428,0.000305141,0.000552193,0.00054788,0.000264634,0.000212371,0.000197164,0.000239868,0.000277772
"199","ATP6V1G1","ENSG00000136888","turquoise",0,0,0,0,0,0,0.000132863,0.000100769,0,0,0,0,0,0,7.82e-05,7.81e-05,7.16e-05,0.000156754,0.000151865
"200","ATP6V1G2","ENSG00000213760","pink",0.000357904,0.000871028,0.000711692,0.000578212,0.000507359,0.000598963,0.001182969,0.000770863,0.000541906,0.00058361,0.000693309,0.000306773,0.000566813,0.000419071,0.000274448,0.000243893,0.00027117,0.000219543,0.000300387
"201","ATP6V1H","ENSG00000047249","pink",0.000245923,0.000386755,0.000303103,0.000296878,0.000257199,0.000336964,0.00050557,0.000334726,0.00034125,0.00033549,0.000356068,0.000177754,0.000136327,0.000306426,0.000160028,0.00012811,0.000101552,5.9e-05,0.000119755
"202","ATP8A1","ENSG00000124406","pink",4.42e-05,7.14e-05,6.25e-05,0.000120402,0.000149315,6.71e-05,0.000168014,7.92e-05,6.11e-05,8.93e-05,5.69e-05,3.92e-05,2.35e-05,4.86e-05,2.46e-05,2.29e-05,2.11e-05,5.38e-05,2.99e-05
"203","ATP9A","ENSG00000054793","grey",1.12e-05,1.32e-05,1.03e-05,1.04e-05,1.73e-05,2.16e-05,1.81e-05,1.6e-05,1.16e-05,1.1e-05,1.07e-05,1.24e-05,0,0,1.49e-05,1.46e-05,1.53e-05,1.46e-05,1.9e-05
"204","ATRN","ENSG00000088812","black",6.01e-06,6.42e-06,7.31e-06,6.76e-06,8.22e-06,6.43e-06,7.3e-06,5.37e-06,5.45e-06,5.52e-06,6.09e-06,6e-06,0,5.4e-06,0,0,5.59e-06,4.21e-06,3.35e-06
"205","ATXN10","ENSG00000130638","grey",0,0,2.92e-05,2.73e-05,1.91e-05,0,0,1.35e-05,1.68e-05,1.88e-05,1.64e-05,8.41e-06,0,1.68e-05,0,1.84e-05,2.01e-05,2.05e-05,3.27e-05
"206","B3GALTL",NA,"turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05e-05,3.13e-05,7.45e-05,2.36e-05
"207","B4GAT1","ENSG00000174684","green",0,0,0,0,3.43e-05,4.56e-05,2.97e-05,0,0,0,0,0,1.95e-05,0,0,3.31e-05,1.72e-05,4.7e-05,2.72e-05
"208","BAG3","ENSG00000151929","black",1.71e-05,1.74e-05,0,1.09e-05,1.71e-05,2.16e-05,1.63e-05,3.35e-05,3.28e-05,0,1.66e-05,2.59e-05,3.46e-05,1.68e-05,4.77e-05,5.07e-05,7.16e-05,3.99e-05,4.79e-05
"209","BAG6","ENSG00000229524","black",0,1.46e-05,1.15e-05,1.18e-05,8.88e-06,0,0,8.62e-06,0,9.39e-06,1.24e-05,0,0,7e-06,0,0,5.6e-06,0,0
"210","BAIAP2","ENSG00000175866","black",7.01e-05,9.66e-05,0.000120408,0.000151208,9.25e-05,4.62e-05,6.86e-05,4.19e-05,6.07e-05,9.13e-05,7.75e-05,5.53e-05,4.96e-05,7.4e-05,2.03e-05,1.62e-05,1.7e-05,1.77e-05,1.82e-05
"211","BANF1","ENSG00000175334","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184352,0.000362203,0.000206974,0,0.000219267
"212","BASP1","ENSG00000176788","black",0.029634933,0.025836369,0.023091152,0.025059087,0.026612427,0.018202637,0.013025798,0.01682423,0.02577325,0.018483475,0.01520639,0.018366406,0.015619876,0.015220528,0.013027453,0.006742274,0.006836647,0.003406863,0.006049817
